num_paralela,num_x,tercero,cod_op,op_2021,apli,importe,exp_gasto,exp_gestor,SP
00159222B10008831,00159221310100649,000B15213911,2002300,00159221310100649,20221401  121M2  660,699.0,013022100352,2004140010003001547,01
00159222B10008832,00159221310030869,*,2001000,00159221310030869,20221401  121M2  660,1.0,101000002668,2004140010003001554,01
00159222B10008833,00159221310045379,000B14404065,2002300,00159221310045379,20221401  121M2  660,1.0,013022100453,2004140010003001554,01
00159222B10008834,00159221310031918,*,2001000,00159221310031918,20221401  121M2  660,1.0,101000002909,2004140010003001557,01
00159222B10008835,00159221310060068,000A82734377,2002300,00159221310060068,20221401  121M2  660,1.0,013022100466,2004140010003001557,01
00159222B10008836,00159221310071320,*,2001000,00159221310071320,20221401  121M2  660,200.0,013022100736,2004140010003001565,01
00159222B10008837,00159221310121025,000A81505752,2002300,00159221310121025,20221401  121M2  660,200.0,013022100736,2004140010003001565,01
00159222B10008838,00159221310105092,*,2001000,00159221310105092,20221401  121M2  660,1.0,013022101016,2004140010003001580,01
00159222B10008839,00159221310108749,000B99328940,2002300,00159221310108749,20221401  121M2  660,1.0,013022101016,2004140010003001580,01
00159222B10008840,00159221310005068,*,2001000,00159221310005068,20221401  312A1  660,840872.0,101000005227,2006140010003001963,01
00159222B10008841,00159221310005069,*,2002100,00159221310005069,20221401  312A1  660,840872.0,101000008673,2006140010003001963,01
00159222B10008842,00159221310005070,000A80587876,2003000,00159221310005070,20221401  312A1  660,840872.0,101000010399,2006140010003001963,01
00159222B10008843,00159221310005071,*,2001000,00159221310005071,20221401  312A1  660,1.0,101000005267,2006140010003001966,01
00159222B10008844,00159221310005072,*,2002100,00159221310005072,20221401  312A1  660,1.0,101000008725,2006140010003001966,01
00159222B10008845,00159221310005073,000B61513024,2003000,00159221310005073,20221401  312A1  660,1.0,101000012167,2006140010003001966,01
00159222B10008846,00159221310005074,*,2001000,00159221310005074,20221401  312A1  660,89.0,101000006917,2006140010003001980,01
00159222B10008847,00159221310005075,*,2002100,00159221310005075,20221401  312A1  660,89.0,101000009617,2006140010003001980,01
00159222B10008848,00159221310005076,000A28047991,2003000,00159221310005076,20221401  312A1  660,89.0,101000010387,2006140010003001980,01
00159222B10008849,00159221310005077,*,2001000,00159221310005077,20221401  312A1  660,344134.0,101000006918,2006140010003001981,01
00159222B10008850,00159221310005078,*,2002100,00159221310005078,20221401  312A1  660,344134.0,101000008680,2006140010003001981,01
00159222B10008851,00159221310005079,000B78923034,2003000,00159221310005079,20221401  312A1  660,344134.0,101000010098,2006140010003001981,01
00159222B10008852,00159220340001375,*,2001000,00159220340001375,20221401  312A1  660,30693.0,101000008623,2006140010003002007,01
